Genotype	slot	signal	value	n_batches	total_flies	PC1	rank	zt
"DGRP100"	0	"moving"	0.18047619047619	1	28	-0.491401562462033	28	0.25
"DGRP100"	1	"moving"	0.150952380952381	1	28	-0.491401562462033	28	0.75
"DGRP100"	2	"moving"	0.113571428571429	1	28	-0.491401562462033	28	1.25
"DGRP100"	3	"moving"	0.0990476190476191	1	28	-0.491401562462033	28	1.75
"DGRP100"	4	"moving"	0.0792857142857143	1	28	-0.491401562462033	28	2.25
"DGRP100"	5	"moving"	0.0611904761904762	1	28	-0.491401562462033	28	2.75
"DGRP100"	6	"moving"	0.0642857142857143	1	28	-0.491401562462033	28	3.25
"DGRP100"	7	"moving"	0.0576190476190476	1	28	-0.491401562462033	28	3.75
"DGRP100"	8	"moving"	0.0554761904761905	1	28	-0.491401562462033	28	4.25
"DGRP100"	9	"moving"	0.0666666666666667	1	28	-0.491401562462033	28	4.75
"DGRP100"	10	"moving"	0.0952380952380952	1	28	-0.491401562462033	28	5.25
"DGRP100"	11	"moving"	0.100238095238095	1	28	-0.491401562462033	28	5.75
"DGRP100"	12	"moving"	0.134047619047619	1	28	-0.491401562462033	28	6.25
"DGRP100"	13	"moving"	0.183095238095238	1	28	-0.491401562462033	28	6.75
"DGRP100"	14	"moving"	0.308571428571429	1	28	-0.491401562462033	28	7.25
"DGRP100"	15	"moving"	0.242619047619048	1	28	-0.491401562462033	28	7.75
"DGRP100"	16	"moving"	0.258571428571429	1	28	-0.491401562462033	28	8.25
"DGRP100"	17	"moving"	0.23952380952381	1	28	-0.491401562462033	28	8.75
"DGRP100"	18	"moving"	0.195952380952381	1	28	-0.491401562462033	28	9.25
"DGRP100"	19	"moving"	0.120714285714286	1	28	-0.491401562462033	28	9.75
"DGRP100"	20	"moving"	0.0864285714285714	1	28	-0.491401562462033	28	10.25
"DGRP100"	21	"moving"	0.0626190476190476	1	28	-0.491401562462033	28	10.75
"DGRP100"	22	"moving"	0.0702380952380952	1	28	-0.491401562462033	28	11.25
"DGRP100"	23	"moving"	0.0647619047619048	1	28	-0.491401562462033	28	11.75
"DGRP100"	24	"moving"	0.0640476190476191	1	28	-0.491401562462033	28	12.25
"DGRP100"	25	"moving"	0.0635714285714286	1	28	-0.491401562462033	28	12.75
"DGRP100"	26	"moving"	0.075	1	28	-0.491401562462033	28	13.25
"DGRP100"	27	"moving"	0.0754761904761905	1	28	-0.491401562462033	28	13.75
"DGRP100"	28	"moving"	0.0907142857142857	1	28	-0.491401562462033	28	14.25
"DGRP100"	29	"moving"	0.0876190476190476	1	28	-0.491401562462033	28	14.75
"DGRP100"	30	"moving"	0.085	1	28	-0.491401562462033	28	15.25
"DGRP100"	31	"moving"	0.075952380952381	1	28	-0.491401562462033	28	15.75
"DGRP100"	32	"moving"	0.0866666666666667	1	28	-0.491401562462033	28	16.25
"DGRP100"	33	"moving"	0.112380952380952	1	28	-0.491401562462033	28	16.75
"DGRP100"	34	"moving"	0.114047619047619	1	28	-0.491401562462033	28	17.25
"DGRP100"	35	"moving"	0.114761904761905	1	28	-0.491401562462033	28	17.75
"DGRP100"	36	"moving"	0.152857142857143	1	28	-0.491401562462033	28	18.25
"DGRP100"	37	"moving"	0.17047619047619	1	28	-0.491401562462033	28	18.75
"DGRP100"	38	"moving"	0.17047619047619	1	28	-0.491401562462033	28	19.25
"DGRP100"	39	"moving"	0.223571428571429	1	28	-0.491401562462033	28	19.75
"DGRP100"	40	"moving"	0.295952380952381	1	28	-0.491401562462033	28	20.25
"DGRP100"	41	"moving"	0.363333333333333	1	28	-0.491401562462033	28	20.75
"DGRP100"	42	"moving"	0.395	1	28	-0.491401562462033	28	21.25
"DGRP100"	43	"moving"	0.370952380952381	1	28	-0.491401562462033	28	21.75
"DGRP100"	44	"moving"	0.280476190476191	1	28	-0.491401562462033	28	22.25
"DGRP100"	45	"moving"	0.210952380952381	1	28	-0.491401562462033	28	22.75
"DGRP100"	46	"moving"	0.225	1	28	-0.491401562462033	28	23.25
"DGRP100"	47	"moving"	0.178571428571429	1	28	-0.491401562462033	28	23.75
"DGRP100"	0	"sleep"	0.719285714285714	1	28	-0.491401562462033	28	0.25
"DGRP100"	1	"sleep"	0.776190476190476	1	28	-0.491401562462033	28	0.75
"DGRP100"	2	"sleep"	0.823095238095238	1	28	-0.491401562462033	28	1.25
"DGRP100"	3	"sleep"	0.850238095238095	1	28	-0.491401562462033	28	1.75
"DGRP100"	4	"sleep"	0.877380952380952	1	28	-0.491401562462033	28	2.25
"DGRP100"	5	"sleep"	0.905238095238095	1	28	-0.491401562462033	28	2.75
"DGRP100"	6	"sleep"	0.901666666666667	1	28	-0.491401562462033	28	3.25
"DGRP100"	7	"sleep"	0.91047619047619	1	28	-0.491401562462033	28	3.75
"DGRP100"	8	"sleep"	0.911190476190476	1	28	-0.491401562462033	28	4.25
"DGRP100"	9	"sleep"	0.902619047619048	1	28	-0.491401562462033	28	4.75
"DGRP100"	10	"sleep"	0.86	1	28	-0.491401562462033	28	5.25
"DGRP100"	11	"sleep"	0.847380952380952	1	28	-0.491401562462033	28	5.75
"DGRP100"	12	"sleep"	0.793333333333333	1	28	-0.491401562462033	28	6.25
"DGRP100"	13	"sleep"	0.725238095238095	1	28	-0.491401562462033	28	6.75
"DGRP100"	14	"sleep"	0.571666666666667	1	28	-0.491401562462033	28	7.25
"DGRP100"	15	"sleep"	0.631190476190476	1	28	-0.491401562462033	28	7.75
"DGRP100"	16	"sleep"	0.602142857142857	1	28	-0.491401562462033	28	8.25
"DGRP100"	17	"sleep"	0.651904761904762	1	28	-0.491401562462033	28	8.75
"DGRP100"	18	"sleep"	0.711904761904762	1	28	-0.491401562462033	28	9.25
"DGRP100"	19	"sleep"	0.821428571428571	1	28	-0.491401562462033	28	9.75
"DGRP100"	20	"sleep"	0.877142857142857	1	28	-0.491401562462033	28	10.25
"DGRP100"	21	"sleep"	0.902142857142857	1	28	-0.491401562462033	28	10.75
"DGRP100"	22	"sleep"	0.893571428571429	1	28	-0.491401562462033	28	11.25
"DGRP100"	23	"sleep"	0.904761904761905	1	28	-0.491401562462033	28	11.75
"DGRP100"	24	"sleep"	0.906428571428571	1	28	-0.491401562462033	28	12.25
"DGRP100"	25	"sleep"	0.904285714285714	1	28	-0.491401562462033	28	12.75
"DGRP100"	26	"sleep"	0.884761904761905	1	28	-0.491401562462033	28	13.25
"DGRP100"	27	"sleep"	0.888571428571429	1	28	-0.491401562462033	28	13.75
"DGRP100"	28	"sleep"	0.869285714285714	1	28	-0.491401562462033	28	14.25
"DGRP100"	29	"sleep"	0.865476190476191	1	28	-0.491401562462033	28	14.75
"DGRP100"	30	"sleep"	0.868333333333333	1	28	-0.491401562462033	28	15.25
"DGRP100"	31	"sleep"	0.890238095238095	1	28	-0.491401562462033	28	15.75
"DGRP100"	32	"sleep"	0.871904761904762	1	28	-0.491401562462033	28	16.25
"DGRP100"	33	"sleep"	0.817857142857143	1	28	-0.491401562462033	28	16.75
"DGRP100"	34	"sleep"	0.828809523809524	1	28	-0.491401562462033	28	17.25
"DGRP100"	35	"sleep"	0.82452380952381	1	28	-0.491401562462033	28	17.75
"DGRP100"	36	"sleep"	0.779285714285714	1	28	-0.491401562462033	28	18.25
"DGRP100"	37	"sleep"	0.746904761904762	1	28	-0.491401562462033	28	18.75
"DGRP100"	38	"sleep"	0.754285714285714	1	28	-0.491401562462033	28	19.25
"DGRP100"	39	"sleep"	0.686190476190476	1	28	-0.491401562462033	28	19.75
"DGRP100"	40	"sleep"	0.556428571428571	1	28	-0.491401562462033	28	20.25
"DGRP100"	41	"sleep"	0.468333333333333	1	28	-0.491401562462033	28	20.75
"DGRP100"	42	"sleep"	0.428809523809524	1	28	-0.491401562462033	28	21.25
"DGRP100"	43	"sleep"	0.444047619047619	1	28	-0.491401562462033	28	21.75
"DGRP100"	44	"sleep"	0.582857142857143	1	28	-0.491401562462033	28	22.25
"DGRP100"	45	"sleep"	0.683095238095238	1	28	-0.491401562462033	28	22.75
"DGRP100"	46	"sleep"	0.657619047619048	1	28	-0.491401562462033	28	23.25
"DGRP100"	47	"sleep"	0.720952380952381	1	28	-0.491401562462033	28	23.75
"DGRP101"	0	"moving"	0.488395061728395	1	27	-0.0453300482050287	84	0.25
"DGRP101"	1	"moving"	0.379753086419753	1	27	-0.0453300482050287	84	0.75
"DGRP101"	2	"moving"	0.283950617283951	1	27	-0.0453300482050287	84	1.25
"DGRP101"	3	"moving"	0.224197530864198	1	27	-0.0453300482050287	84	1.75
"DGRP101"	4	"moving"	0.20716049382716	1	27	-0.0453300482050287	84	2.25
"DGRP101"	5	"moving"	0.179259259259259	1	27	-0.0453300482050287	84	2.75
"DGRP101"	6	"moving"	0.150864197530864	1	27	-0.0453300482050287	84	3.25
"DGRP101"	7	"moving"	0.175802469135802	1	27	-0.0453300482050287	84	3.75
"DGRP101"	8	"moving"	0.159753086419753	1	27	-0.0453300482050287	84	4.25
"DGRP101"	9	"moving"	0.181975308641975	1	27	-0.0453300482050287	84	4.75
"DGRP101"	10	"moving"	0.171358024691358	1	27	-0.0453300482050287	84	5.25
"DGRP101"	11	"moving"	0.169876543209877	1	27	-0.0453300482050287	84	5.75
"DGRP101"	12	"moving"	0.191358024691358	1	27	-0.0453300482050287	84	6.25
"DGRP101"	13	"moving"	0.166666666666667	1	27	-0.0453300482050287	84	6.75
"DGRP101"	14	"moving"	0.194320987654321	1	27	-0.0453300482050287	84	7.25
"DGRP101"	15	"moving"	0.200740740740741	1	27	-0.0453300482050287	84	7.75
"DGRP101"	16	"moving"	0.594074074074074	1	27	-0.0453300482050287	84	8.25
"DGRP101"	17	"moving"	0.641975308641975	1	27	-0.0453300482050287	84	8.75
"DGRP101"	18	"moving"	0.513333333333333	1	27	-0.0453300482050287	84	9.25
"DGRP101"	19	"moving"	0.371604938271605	1	27	-0.0453300482050287	84	9.75
"DGRP101"	20	"moving"	0.208641975308642	1	27	-0.0453300482050287	84	10.25
"DGRP101"	21	"moving"	0.0995061728395062	1	27	-0.0453300482050287	84	10.75
"DGRP101"	22	"moving"	0.0733333333333333	1	27	-0.0453300482050287	84	11.25
"DGRP101"	23	"moving"	0.0787654320987654	1	27	-0.0453300482050287	84	11.75
"DGRP101"	24	"moving"	0.0977777777777778	1	27	-0.0453300482050287	84	12.25
"DGRP101"	25	"moving"	0.113333333333333	1	27	-0.0453300482050287	84	12.75
"DGRP101"	26	"moving"	0.119259259259259	1	27	-0.0453300482050287	84	13.25
"DGRP101"	27	"moving"	0.128888888888889	1	27	-0.0453300482050287	84	13.75
"DGRP101"	28	"moving"	0.167407407407407	1	27	-0.0453300482050287	84	14.25
"DGRP101"	29	"moving"	0.172098765432099	1	27	-0.0453300482050287	84	14.75
"DGRP101"	30	"moving"	0.17358024691358	1	27	-0.0453300482050287	84	15.25
"DGRP101"	31	"moving"	0.198518518518519	1	27	-0.0453300482050287	84	15.75
"DGRP101"	32	"moving"	0.161481481481481	1	27	-0.0453300482050287	84	16.25
"DGRP101"	33	"moving"	0.15679012345679	1	27	-0.0453300482050287	84	16.75
"DGRP101"	34	"moving"	0.151851851851852	1	27	-0.0453300482050287	84	17.25
"DGRP101"	35	"moving"	0.169876543209877	1	27	-0.0453300482050287	84	17.75
"DGRP101"	36	"moving"	0.167407407407407	1	27	-0.0453300482050287	84	18.25
"DGRP101"	37	"moving"	0.200987654320988	1	27	-0.0453300482050287	84	18.75
"DGRP101"	38	"moving"	0.137283950617284	1	27	-0.0453300482050287	84	19.25
"DGRP101"	39	"moving"	0.178518518518519	1	27	-0.0453300482050287	84	19.75
"DGRP101"	40	"moving"	0.174074074074074	1	27	-0.0453300482050287	84	20.25
"DGRP101"	41	"moving"	0.169382716049383	1	27	-0.0453300482050287	84	20.75
"DGRP101"	42	"moving"	0.172592592592593	1	27	-0.0453300482050287	84	21.25
"DGRP101"	43	"moving"	0.211358024691358	1	27	-0.0453300482050287	84	21.75
"DGRP101"	44	"moving"	0.31358024691358	1	27	-0.0453300482050287	84	22.25
"DGRP101"	45	"moving"	0.335555555555556	1	27	-0.0453300482050287	84	22.75
"DGRP101"	46	"moving"	0.328641975308642	1	27	-0.0453300482050287	84	23.25
"DGRP101"	47	"moving"	0.338024691358025	1	27	-0.0453300482050287	84	23.75
"DGRP101"	0	"sleep"	0.298024691358025	1	27	-0.0453300482050287	84	0.25
"DGRP101"	1	"sleep"	0.404197530864198	1	27	-0.0453300482050287	84	0.75
"DGRP101"	2	"sleep"	0.543703703703704	1	27	-0.0453300482050287	84	1.25
"DGRP101"	3	"sleep"	0.632592592592593	1	27	-0.0453300482050287	84	1.75
"DGRP101"	4	"sleep"	0.673827160493827	1	27	-0.0453300482050287	84	2.25
"DGRP101"	5	"sleep"	0.711111111111111	1	27	-0.0453300482050287	84	2.75
"DGRP101"	6	"sleep"	0.753086419753086	1	27	-0.0453300482050287	84	3.25
"DGRP101"	7	"sleep"	0.728395061728395	1	27	-0.0453300482050287	84	3.75
"DGRP101"	8	"sleep"	0.740987654320988	1	27	-0.0453300482050287	84	4.25
"DGRP101"	9	"sleep"	0.711851851851852	1	27	-0.0453300482050287	84	4.75
"DGRP101"	10	"sleep"	0.722469135802469	1	27	-0.0453300482050287	84	5.25
"DGRP101"	11	"sleep"	0.715308641975309	1	27	-0.0453300482050287	84	5.75
"DGRP101"	12	"sleep"	0.699012345679012	1	27	-0.0453300482050287	84	6.25
"DGRP101"	13	"sleep"	0.73358024691358	1	27	-0.0453300482050287	84	6.75
"DGRP101"	14	"sleep"	0.707407407407407	1	27	-0.0453300482050287	84	7.25
"DGRP101"	15	"sleep"	0.67679012345679	1	27	-0.0453300482050287	84	7.75
"DGRP101"	16	"sleep"	0.274074074074074	1	27	-0.0453300482050287	84	8.25
"DGRP101"	17	"sleep"	0.1	1	27	-0.0453300482050287	84	8.75
"DGRP101"	18	"sleep"	0.228641975308642	1	27	-0.0453300482050287	84	9.25
"DGRP101"	19	"sleep"	0.428148148148148	1	27	-0.0453300482050287	84	9.75
"DGRP101"	20	"sleep"	0.653333333333333	1	27	-0.0453300482050287	84	10.25
"DGRP101"	21	"sleep"	0.843950617283951	1	27	-0.0453300482050287	84	10.75
"DGRP101"	22	"sleep"	0.885925925925926	1	27	-0.0453300482050287	84	11.25
"DGRP101"	23	"sleep"	0.867901234567901	1	27	-0.0453300482050287	84	11.75
"DGRP101"	24	"sleep"	0.859506172839506	1	27	-0.0453300482050287	84	12.25
"DGRP101"	25	"sleep"	0.836543209876543	1	27	-0.0453300482050287	84	12.75
"DGRP101"	26	"sleep"	0.826172839506173	1	27	-0.0453300482050287	84	13.25
"DGRP101"	27	"sleep"	0.804691358024691	1	27	-0.0453300482050287	84	13.75
"DGRP101"	28	"sleep"	0.752098765432099	1	27	-0.0453300482050287	84	14.25
"DGRP101"	29	"sleep"	0.740493827160494	1	27	-0.0453300482050287	84	14.75
"DGRP101"	30	"sleep"	0.739012345679012	1	27	-0.0453300482050287	84	15.25
"DGRP101"	31	"sleep"	0.712592592592593	1	27	-0.0453300482050287	84	15.75
"DGRP101"	32	"sleep"	0.756543209876543	1	27	-0.0453300482050287	84	16.25
"DGRP101"	33	"sleep"	0.767901234567901	1	27	-0.0453300482050287	84	16.75
"DGRP101"	34	"sleep"	0.774074074074074	1	27	-0.0453300482050287	84	17.25
"DGRP101"	35	"sleep"	0.745679012345679	1	27	-0.0453300482050287	84	17.75
"DGRP101"	36	"sleep"	0.75283950617284	1	27	-0.0453300482050287	84	18.25
"DGRP101"	37	"sleep"	0.693086419753086	1	27	-0.0453300482050287	84	18.75
"DGRP101"	38	"sleep"	0.795555555555556	1	27	-0.0453300482050287	84	19.25
"DGRP101"	39	"sleep"	0.745432098765432	1	27	-0.0453300482050287	84	19.75
"DGRP101"	40	"sleep"	0.754320987654321	1	27	-0.0453300482050287	84	20.25
"DGRP101"	41	"sleep"	0.767901234567901	1	27	-0.0453300482050287	84	20.75
"DGRP101"	42	"sleep"	0.75679012345679	1	27	-0.0453300482050287	84	21.25
"DGRP101"	43	"sleep"	0.691851851851852	1	27	-0.0453300482050287	84	21.75
"DGRP101"	44	"sleep"	0.551851851851852	1	27	-0.0453300482050287	84	22.25
"DGRP101"	45	"sleep"	0.498518518518519	1	27	-0.0453300482050287	84	22.75
"DGRP101"	46	"sleep"	0.515555555555556	1	27	-0.0453300482050287	84	23.25
"DGRP101"	47	"sleep"	0.485679012345679	1	27	-0.0453300482050287	84	23.75
"DGRP105"	0	"moving"	0.59	1	20	-0.200332658340232	54	0.25
"DGRP105"	1	"moving"	0.675	1	20	-0.200332658340232	54	0.75
"DGRP105"	2	"moving"	0.653333333333333	1	20	-0.200332658340232	54	1.25
"DGRP105"	3	"moving"	0.613666666666667	1	20	-0.200332658340232	54	1.75
"DGRP105"	4	"moving"	0.523333333333333	1	20	-0.200332658340232	54	2.25
"DGRP105"	5	"moving"	0.469	1	20	-0.200332658340232	54	2.75
"DGRP105"	6	"moving"	0.423	1	20	-0.200332658340232	54	3.25
"DGRP105"	7	"moving"	0.438	1	20	-0.200332658340232	54	3.75
"DGRP105"	8	"moving"	0.408333333333333	1	20	-0.200332658340232	54	4.25
"DGRP105"	9	"moving"	0.422333333333333	1	20	-0.200332658340232	54	4.75
"DGRP105"	10	"moving"	0.381333333333333	1	20	-0.200332658340232	54	5.25
"DGRP105"	11	"moving"	0.387333333333333	1	20	-0.200332658340232	54	5.75
"DGRP105"	12	"moving"	0.432666666666667	1	20	-0.200332658340232	54	6.25
"DGRP105"	13	"moving"	0.344333333333333	1	20	-0.200332658340232	54	6.75
"DGRP105"	14	"moving"	0.380666666666667	1	20	-0.200332658340232	54	7.25
"DGRP105"	15	"moving"	0.398666666666667	1	20	-0.200332658340232	54	7.75
"DGRP105"	16	"moving"	0.59	1	20	-0.200332658340232	54	8.25
"DGRP105"	17	"moving"	0.580666666666667	1	20	-0.200332658340232	54	8.75
"DGRP105"	18	"moving"	0.527	1	20	-0.200332658340232	54	9.25
"DGRP105"	19	"moving"	0.505333333333333	1	20	-0.200332658340232	54	9.75
"DGRP105"	20	"moving"	0.5	1	20	-0.200332658340232	54	10.25
"DGRP105"	21	"moving"	0.415666666666667	1	20	-0.200332658340232	54	10.75
"DGRP105"	22	"moving"	0.34	1	20	-0.200332658340232	54	11.25
"DGRP105"	23	"moving"	0.228666666666667	1	20	-0.200332658340232	54	11.75
"DGRP105"	24	"moving"	0.217	1	20	-0.200332658340232	54	12.25
"DGRP105"	25	"moving"	0.179666666666667	1	20	-0.200332658340232	54	12.75
"DGRP105"	26	"moving"	0.178	1	20	-0.200332658340232	54	13.25
"DGRP105"	27	"moving"	0.199666666666667	1	20	-0.200332658340232	54	13.75
"DGRP105"	28	"moving"	0.237666666666667	1	20	-0.200332658340232	54	14.25
"DGRP105"	29	"moving"	0.200666666666667	1	20	-0.200332658340232	54	14.75
"DGRP105"	30	"moving"	0.259	1	20	-0.200332658340232	54	15.25
"DGRP105"	31	"moving"	0.325666666666667	1	20	-0.200332658340232	54	15.75
"DGRP105"	32	"moving"	0.35	1	20	-0.200332658340232	54	16.25
"DGRP105"	33	"moving"	0.291666666666667	1	20	-0.200332658340232	54	16.75
"DGRP105"	34	"moving"	0.277333333333333	1	20	-0.200332658340232	54	17.25
"DGRP105"	35	"moving"	0.17	1	20	-0.200332658340232	54	17.75
"DGRP105"	36	"moving"	0.155666666666667	1	20	-0.200332658340232	54	18.25
"DGRP105"	37	"moving"	0.133	1	20	-0.200332658340232	54	18.75
"DGRP105"	38	"moving"	0.127666666666667	1	20	-0.200332658340232	54	19.25
"DGRP105"	39	"moving"	0.127333333333333	1	20	-0.200332658340232	54	19.75
"DGRP105"	40	"moving"	0.184	1	20	-0.200332658340232	54	20.25
"DGRP105"	41	"moving"	0.375666666666667	1	20	-0.200332658340232	54	20.75
"DGRP105"	42	"moving"	0.506666666666667	1	20	-0.200332658340232	54	21.25
"DGRP105"	43	"moving"	0.612	1	20	-0.200332658340232	54	21.75
"DGRP105"	44	"moving"	0.623666666666667	1	20	-0.200332658340232	54	22.25
"DGRP105"	45	"moving"	0.622	1	20	-0.200332658340232	54	22.75
"DGRP105"	46	"moving"	0.597666666666667	1	20	-0.200332658340232	54	23.25
"DGRP105"	47	"moving"	0.556333333333333	1	20	-0.200332658340232	54	23.75
"DGRP105"	0	"sleep"	0.206666666666667	1	20	-0.200332658340232	54	0.25
"DGRP105"	1	"sleep"	0.128333333333333	1	20	-0.200332658340232	54	0.75
"DGRP105"	2	"sleep"	0.167333333333333	1	20	-0.200332658340232	54	1.25
"DGRP105"	3	"sleep"	0.191	1	20	-0.200332658340232	54	1.75
"DGRP105"	4	"sleep"	0.302666666666667	1	20	-0.200332658340232	54	2.25
"DGRP105"	5	"sleep"	0.349	1	20	-0.200332658340232	54	2.75
"DGRP105"	6	"sleep"	0.423	1	20	-0.200332658340232	54	3.25
"DGRP105"	7	"sleep"	0.405333333333333	1	20	-0.200332658340232	54	3.75
"DGRP105"	8	"sleep"	0.455333333333333	1	20	-0.200332658340232	54	4.25
"DGRP105"	9	"sleep"	0.422666666666667	1	20	-0.200332658340232	54	4.75
"DGRP105"	10	"sleep"	0.461333333333333	1	20	-0.200332658340232	54	5.25
"DGRP105"	11	"sleep"	0.458666666666667	1	20	-0.200332658340232	54	5.75
"DGRP105"	12	"sleep"	0.381333333333333	1	20	-0.200332658340232	54	6.25
"DGRP105"	13	"sleep"	0.509333333333333	1	20	-0.200332658340232	54	6.75
"DGRP105"	14	"sleep"	0.446333333333333	1	20	-0.200332658340232	54	7.25
"DGRP105"	15	"sleep"	0.419	1	20	-0.200332658340232	54	7.75
"DGRP105"	16	"sleep"	0.277666666666667	1	20	-0.200332658340232	54	8.25
"DGRP105"	17	"sleep"	0.324	1	20	-0.200332658340232	54	8.75
"DGRP105"	18	"sleep"	0.368333333333333	1	20	-0.200332658340232	54	9.25
"DGRP105"	19	"sleep"	0.416	1	20	-0.200332658340232	54	9.75
"DGRP105"	20	"sleep"	0.409	1	20	-0.200332658340232	54	10.25
"DGRP105"	21	"sleep"	0.507666666666667	1	20	-0.200332658340232	54	10.75
"DGRP105"	22	"sleep"	0.599	1	20	-0.200332658340232	54	11.25
"DGRP105"	23	"sleep"	0.716	1	20	-0.200332658340232	54	11.75
"DGRP105"	24	"sleep"	0.726666666666667	1	20	-0.200332658340232	54	12.25
"DGRP105"	25	"sleep"	0.758	1	20	-0.200332658340232	54	12.75
"DGRP105"	26	"sleep"	0.763666666666667	1	20	-0.200332658340232	54	13.25
"DGRP105"	27	"sleep"	0.753333333333333	1	20	-0.200332658340232	54	13.75
"DGRP105"	28	"sleep"	0.686666666666667	1	20	-0.200332658340232	54	14.25
"DGRP105"	29	"sleep"	0.714666666666667	1	20	-0.200332658340232	54	14.75
"DGRP105"	30	"sleep"	0.674666666666667	1	20	-0.200332658340232	54	15.25
"DGRP105"	31	"sleep"	0.583666666666667	1	20	-0.200332658340232	54	15.75
"DGRP105"	32	"sleep"	0.569333333333333	1	20	-0.200332658340232	54	16.25
"DGRP105"	33	"sleep"	0.642333333333333	1	20	-0.200332658340232	54	16.75
"DGRP105"	34	"sleep"	0.654	1	20	-0.200332658340232	54	17.25
"DGRP105"	35	"sleep"	0.775	1	20	-0.200332658340232	54	17.75
"DGRP105"	36	"sleep"	0.808	1	20	-0.200332658340232	54	18.25
"DGRP105"	37	"sleep"	0.830333333333334	1	20	-0.200332658340232	54	18.75
"DGRP105"	38	"sleep"	0.843333333333333	1	20	-0.200332658340232	54	19.25
"DGRP105"	39	"sleep"	0.844666666666667	1	20	-0.200332658340232	54	19.75
"DGRP105"	40	"sleep"	0.774333333333333	1	20	-0.200332658340232	54	20.25
"DGRP105"	41	"sleep"	0.525666666666667	1	20	-0.200332658340232	54	20.75
"DGRP105"	42	"sleep"	0.389	1	20	-0.200332658340232	54	21.25
"DGRP105"	43	"sleep"	0.290333333333333	1	20	-0.200332658340232	54	21.75
"DGRP105"	44	"sleep"	0.272	1	20	-0.200332658340232	54	22.25
"DGRP105"	45	"sleep"	0.268333333333333	1	20	-0.200332658340232	54	22.75
"DGRP105"	46	"sleep"	0.3	1	20	-0.200332658340232	54	23.25
"DGRP105"	47	"sleep"	0.326666666666667	1	20	-0.200332658340232	54	23.75
"DGRP109"	0	"moving"	0.174888888888889	1	30	-0.851836664509	11	0.25
"DGRP109"	1	"moving"	0.149111111111111	1	30	-0.851836664509	11	0.75
"DGRP109"	2	"moving"	0.153777777777778	1	30	-0.851836664509	11	1.25
"DGRP109"	3	"moving"	0.156666666666667	1	30	-0.851836664509	11	1.75
"DGRP109"	4	"moving"	0.159555555555556	1	30	-0.851836664509	11	2.25
"DGRP109"	5	"moving"	0.174888888888889	1	30	-0.851836664509	11	2.75
"DGRP109"	6	"moving"	0.184444444444444	1	30	-0.851836664509	11	3.25
"DGRP109"	7	"moving"	0.188	1	30	-0.851836664509	11	3.75
"DGRP109"	8	"moving"	0.216888888888889	1	30	-0.851836664509	11	4.25
"DGRP109"	9	"moving"	0.243111111111111	1	30	-0.851836664509	11	4.75
"DGRP109"	10	"moving"	0.277777777777778	1	30	-0.851836664509	11	5.25
"DGRP109"	11	"moving"	0.308888888888889	1	30	-0.851836664509	11	5.75
"DGRP109"	12	"moving"	0.306888888888889	1	30	-0.851836664509	11	6.25
"DGRP109"	13	"moving"	0.324444444444444	1	30	-0.851836664509	11	6.75
"DGRP109"	14	"moving"	0.590666666666667	1	30	-0.851836664509	11	7.25
"DGRP109"	15	"moving"	0.180666666666667	1	30	-0.851836664509	11	7.75
"DGRP109"	16	"moving"	0.0837777777777778	1	30	-0.851836664509	11	8.25
"DGRP109"	17	"moving"	0.0653333333333333	1	30	-0.851836664509	11	8.75
"DGRP109"	18	"moving"	0.0584444444444444	1	30	-0.851836664509	11	9.25
"DGRP109"	19	"moving"	0.0506666666666667	1	30	-0.851836664509	11	9.75
"DGRP109"	20	"moving"	0.0471111111111111	1	30	-0.851836664509	11	10.25
"DGRP109"	21	"moving"	0.064	1	30	-0.851836664509	11	10.75
"DGRP109"	22	"moving"	0.0622222222222222	1	30	-0.851836664509	11	11.25
"DGRP109"	23	"moving"	0.0657777777777778	1	30	-0.851836664509	11	11.75
"DGRP109"	24	"moving"	0.0757777777777778	1	30	-0.851836664509	11	12.25
"DGRP109"	25	"moving"	0.101777777777778	1	30	-0.851836664509	11	12.75
"DGRP109"	26	"moving"	0.130666666666667	1	30	-0.851836664509	11	13.25
"DGRP109"	27	"moving"	0.152222222222222	1	30	-0.851836664509	11	13.75
"DGRP109"	28	"moving"	0.183111111111111	1	30	-0.851836664509	11	14.25
"DGRP109"	29	"moving"	0.218888888888889	1	30	-0.851836664509	11	14.75
"DGRP109"	30	"moving"	0.257333333333333	1	30	-0.851836664509	11	15.25
"DGRP109"	31	"moving"	0.291333333333333	1	30	-0.851836664509	11	15.75
"DGRP109"	32	"moving"	0.337777777777778	1	30	-0.851836664509	11	16.25
"DGRP109"	33	"moving"	0.379555555555556	1	30	-0.851836664509	11	16.75
"DGRP109"	34	"moving"	0.392888888888889	1	30	-0.851836664509	11	17.25
"DGRP109"	35	"moving"	0.379333333333333	1	30	-0.851836664509	11	17.75
"DGRP109"	36	"moving"	0.323777777777778	1	30	-0.851836664509	11	18.25
"DGRP109"	37	"moving"	0.266222222222222	1	30	-0.851836664509	11	18.75
"DGRP109"	38	"moving"	0.297777777777778	1	30	-0.851836664509	11	19.25
"DGRP109"	39	"moving"	0.395777777777778	1	30	-0.851836664509	11	19.75
"DGRP109"	40	"moving"	0.513111111111111	1	30	-0.851836664509	11	20.25
"DGRP109"	41	"moving"	0.532	1	30	-0.851836664509	11	20.75
"DGRP109"	42	"moving"	0.497777777777778	1	30	-0.851836664509	11	21.25
