"id","region_id","experiment_id","start_datetime","stop_datetime","status","Sex","Genotype","Temperature","Treatment","Environment","Light","monitor","Batch","Sleep_Fraction_All","Sleep_Time_All","Sleep_Fraction_L","Sleep_Time_L","Sleep_Fraction_D","Sleep_Time_D","Day1_latency","Day1_first_bout_length","Day1_latency_to_longest_bout","Day1_Sleep_Fraction_All","Day1_Sleep_Time_All","Day1_Sleep_Fraction_L","Day1_Sleep_Time_L","Day1_Sleep_Fraction_D","Day1_Sleep_Time_D","Day2_latency","Day2_first_bout_length","Day2_latency_to_longest_bout","Day2_Sleep_Fraction_All","Day2_Sleep_Time_All","Day2_Sleep_Fraction_L","Day2_Sleep_Time_L","Day2_Sleep_Fraction_D","Day2_Sleep_Time_D","Day3_latency","Day3_first_bout_length","Day3_latency_to_longest_bout","Day3_Sleep_Fraction_All","Day3_Sleep_Time_All","Day3_Sleep_Fraction_L","Day3_Sleep_Time_L","Day3_Sleep_Fraction_D","Day3_Sleep_Time_D","Day4_latency","Day4_first_bout_length","Day4_latency_to_longest_bout","Day4_Sleep_Fraction_All","Day4_Sleep_Time_All","Day4_Sleep_Fraction_L","Day4_Sleep_Time_L","Day4_Sleep_Fraction_D","Day4_Sleep_Time_D","Day5_latency","Day5_first_bout_length","Day5_latency_to_longest_bout","Day5_Sleep_Fraction_All","Day5_Sleep_Time_All","Day5_Sleep_Fraction_L","Day5_Sleep_Time_L","Day5_Sleep_Fraction_D","Day5_Sleep_Time_D","Day6_latency","Day6_first_bout_length","Day6_latency_to_longest_bout","Day6_Sleep_Fraction_All","Day6_Sleep_Time_All","Day6_Sleep_Fraction_L","Day6_Sleep_Time_L","Day6_Sleep_Fraction_D","Day6_Sleep_Time_D","n_Bouts_L","mean_Bout_Length_L","n_Bouts_D","mean_Bout_Length_D"
"2025-07-25 10:00:00|Monitor12.txt|01",1,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.557458627473672,802.740423562088,0.607080874696286,291.398819854217,0.532638888888889,511.333333333333,900,360,37020,0.54823039555864,789.451769604441,0.817047817047817,392.182952182952,0.413541666666667,397,660,480,6240,0.460791117279667,663.53920888272,0.758835758835759,364.241164241164,0.311458333333333,299,2760,13980,2760,0.371963913948647,535.628036086051,0.66943866943867,321.330561330561,0.222916666666667,214,6600,300,59580,0.542678695350451,781.45732130465,0.241164241164241,115.758835758836,0.69375,666,5280,960,67080,0.680777238029147,980.319222761971,0.367983367983368,176.632016632017,0.8375,804,3600,6840,10500,0.739070090215128,1064.26092990978,0.783783783783784,376.216216216216,0.716666666666667,688,18.1666666666667,27.7706422018349,36.1666666666667,25.0783410138249
"2025-07-25 10:00:00|Monitor12.txt|02",2,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.511977780349497,737.248003703275,0.529330093717459,254.07844498438,0.503298611111111,483.166666666667,1140,300,39060,0.412907702984039,594.587092297016,0.494802494802495,237.505197505198,0.371875,357,4200,600,39540,0.563497571131159,811.436502428869,0.571725571725572,274.428274428274,0.559375,537,1920,300,5400,0.413601665510062,595.58639833449,0.515592515592516,247.484407484408,0.3625,348,120,1260,33300,0.531575294934074,765.468424705066,0.46985446985447,225.530145530146,0.5625,540,180,480,32040,0.612768910478834,882.387231089521,0.646569646569647,310.35343035343,0.595833333333333,572,240,540,31860,0.536433032616239,772.463566967384,0.474012474012474,227.525987525988,0.567708333333333,545,20.6666666666667,24.7983870967742,25,36.3266666666667
"2025-07-25 10:00:00|Monitor12.txt|03",3,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.539868070825136,777.410021988196,0.335994446372787,161.277334258938,0.641840277777778,616.166666666667,3540,360,39900,0.430950728660652,620.569049271339,0.20997920997921,100.790020790021,0.541666666666667,520,1080,540,67680,0.444829979181124,640.555170020819,0.268191268191268,128.731808731809,0.533333333333333,512,420,540,34140,0.467730742539903,673.53226925746,0.318087318087318,152.681912681913,0.542708333333333,521,1200,300,32280,0.502428868841083,723.497571131159,0.253638253638254,121.746361746362,0.627083333333333,602,300,300,30780,0.72588480222068,1045.27411519778,0.523908523908524,251.476091476092,0.827083333333333,794,300,1200,32040,0.666897987508675,960.333102012491,0.442827442827443,212.557172557173,0.779166666666667,748,21.6666666666667,23.9153846153846,20.5,44.2520325203252
"2025-07-25 10:00:00|Monitor12.txt|04",4,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.726304825830344,1045.8789491957,0.717112113849358,344.213814647692,0.730902777777778,701.666666666667,0,3000,64560,0.767522553782096,1105.23247744622,0.912681912681913,438.087318087318,0.694791666666667,667,60,300,13560,0.696738376127689,1003.30326162387,0.95010395010395,456.049896049896,0.569791666666667,547,420,780,54300,0.625954198473283,901.374045801527,0.492723492723493,236.507276507277,0.692708333333333,665,660,1200,65520,0.684247050659264,985.315752949341,0.575883575883576,276.424116424116,0.738541666666667,709,1800,1560,5280,0.842470506592644,1213.15752949341,0.846153846153846,406.153846153846,0.840625,807,1800,2160,47580,0.740458015267176,1066.25954198473,0.523908523908524,251.476091476092,0.848958333333333,815,18.6666666666667,25.7767857142857,49.6666666666667,18.2684563758389
"2025-07-25 10:00:00|Monitor12.txt|05",5,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.630135400995255,907.394977433168,0.624435959736203,299.729260673377,0.632986111111111,607.666666666667,2160,2220,35940,0.620402498265094,893.379597501735,0.565488565488566,271.434511434512,0.647916666666667,622,720,540,36660,0.621096460791117,894.378903539209,0.706860706860707,339.293139293139,0.578125,555,420,360,35940,0.619014573213047,891.380985426787,0.661122661122661,317.338877338877,0.597916666666667,574,600,16440,600,0.678695350451076,977.321304649549,0.806652806652807,387.193347193347,0.614583333333333,590,660,840,33420,0.651630811936156,938.348369188064,0.69022869022869,331.309771309771,0.632291666666667,607,300,300,32640,0.589174184594032,848.410825815406,0.313929313929314,150.686070686071,0.727083333333333,698,18.8333333333333,29.4159292035398,16.5,52.9292929292929
"2025-07-25 10:00:00|Monitor12.txt|06",6,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.728850827450527,1049.54519152876,0.675112808052759,324.054147865325,0.755729166666667,725.5,0,720,62700,0.736988202637058,1061.26301179736,0.754677754677755,362.245322245322,0.728125,699,3540,6780,60240,0.689798750867453,993.310201249133,0.64033264033264,307.359667359667,0.714583333333333,686,120,540,85320,0.701596113809854,1010.29840388619,0.673596673596674,323.326403326403,0.715625,687,19140,600,57180,0.808466342817488,1164.19153365718,0.781704781704782,375.218295218295,0.821875,789,240,13860,50100,0.749479528105482,1079.25052047189,0.738045738045738,354.261954261954,0.755208333333333,725,1320,480,42720,0.687022900763359,989.312977099237,0.463617463617464,222.536382536383,0.798958333333333,767,17,32.1764705882353,13.5,64.5061728395062
"2025-07-25 10:00:00|Monitor12.txt|07",7,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.489179493114223,704.418470084481,0.569246789309268,273.238458868448,0.449131944444444,431.166666666667,1020,360,10440,0.400416377515614,576.599583622484,0.521829521829522,250.47817047817,0.339583333333333,326,480,360,37740,0.414295628036086,596.585704371964,0.652806652806653,313.347193347193,0.294791666666667,283,1200,660,5820,0.479528105482304,690.520471894518,0.596673596673597,286.403326403326,0.420833333333333,404,1380,1260,4980,0.547536433032616,788.452463566967,0.58004158004158,278.419958419958,0.53125,510,1200,660,34320,0.583622484385843,840.416377515614,0.517671517671518,248.482328482328,0.616666666666667,592,1980,360,2400,0.510062456627342,734.489937543373,0.546777546777547,262.453222453222,0.491666666666667,472,17.1666666666667,32.2233009708738,28.3333333333333,30.5823529411765
"2025-07-25 10:00:00|Monitor12.txt|08",8,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.912278671450064,1313.68128688809,0.834779590419993,400.694203401597,0.951041666666667,913,0,660,36900,0.92088827203331,1326.07911172797,0.814968814968815,391.185031185031,0.973958333333333,935,4800,720,40260,0.968771686328938,1395.03122831367,0.954261954261954,458.045738045738,0.976041666666667,937,900,300,30840,0.913948646773074,1316.08605135323,0.814968814968815,391.185031185031,0.963541666666667,925,1080,1500,31020,0.879944482997918,1267.120055517,0.802494802494803,385.197505197505,0.91875,882,900,300,31800,0.902845246356697,1300.09715475364,0.821205821205821,394.178794178794,0.94375,906,1500,6720,31740,0.887578070784178,1278.11242192922,0.802494802494803,385.197505197505,0.930208333333333,893,23,19.1086956521739,12.6666666666667,76.2368421052632
"2025-07-25 10:00:00|Monitor12.txt|09",9,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.204605948385604,294.632565675269,0.254425546685179,122.124262408886,0.1796875,172.5,1620,360,52560,0.215128383067314,309.784871616933,0.291060291060291,139.70893970894,0.177083333333333,170,360,660,55500,0.244968771686329,352.755031228314,0.395010395010395,189.60498960499,0.169791666666667,163,360,1920,360,0.191533657182512,275.808466342818,0.353430353430353,169.64656964657,0.110416666666667,106,360,480,55500,0.206800832755031,297.793199167245,0.318087318087318,152.681912681913,0.151041666666667,145,300,420,36420,0.21235253296322,305.787647467037,0.0873180873180873,41.9126819126819,0.275,264,600,360,68520,0.156141568355309,224.843858431645,0.079002079002079,37.9209979209979,0.194791666666667,187,23.1666666666667,25.4892086330935,22.8333333333333,36.7810218978102
"2025-07-25 10:00:00|Monitor12.txt|10",10,"2025-07-25 10:00:00|Monitor12.txt",2025-07-25T10:00:00Z,2025-08-01T11:59:00Z,"OK","M","DGRP705","21.5C","Winter","NA","08:12","M12","Batch4a_DGRP",0.572271727809281,824.071288045365,0.522735161402291,250.9128774731,0.597048611111111,573.166666666667,660,7080,48600,0.632893823733518,911.367106176267,0.646569646569647,310.35343035343,0.626041666666667,601,360,17520,360,0.678695350451076,977.321304649549,0.754677754677755,362.245322245322,0.640625,615,1200,9600,38100,0.605135322692575,871.394864677307,0.627858627858628,301.372141372141,0.59375,570,300,1080,40440,0.664816099930604,957.335183900069,0.688149688149688,330.31185031185,0.653125,627,1200,300,33000,0.45940319222762,661.540596807773,0.278586278586279,133.721413721414,0.55,528,2340,540,32100,0.392088827203331,564.607911172797,0.139293139293139,66.8607068607069,0.51875,498,15.5,33.3440860215054,25.8333333333333,35.1096774193548
